PC1,PC2,Cluster
-1194.677966061016,0.1335385416261569,2
-1260.802216936611,-5.567998796937225,2
-1198.8140761863644,-6.780339841112927,2
-639.4703999893377,-11.723762188367251,2
-658.1519224124428,-2.365196288375728,2
-836.1683192606517,-2.8807561270496578,2
-886.4724724521291,-0.8977337779227579,2
-1268.8397943337875,-7.409329579357692,2
-1323.868382965403,-8.331694754588543,2
-835.1864859205227,10.090220101817325,2
-916.2116786776136,-4.313101225427605,2
-657.8784402291682,-15.360718989333556,2
-917.825831725818,4.711652028360495,2
-1160.5518374982576,-6.529328103989798,2
-1039.3598920066183,2.0922528192832672,2
-1323.868382965403,-8.331694754588543,2
-1323.868382965403,-8.331694754588543,2
-1063.781234968236,-6.423348930992699,2
166.49269170234038,-17.47977878860604,2
-396.21990550818055,-7.099178011143751,2
-477.23265472785,26.08595529727917,2
2407.4556575533406,25.628560483165487,0
705.6985472723034,10.027506241342786,0
1783.0739148415234,4.0477942579661885,0
-1323.8485600094282,-7.319314006479791,2
3135.1351642361324,-64.54506011869012,3
-952.7239815989486,-4.584761422109765,2
-1281.837037965182,-7.141599027931097,2
-969.1919265055,5.7297259893959325,2
2233.960740940851,19.029112697881693,0
1440.745635770648,7.468674279942741,0
1802.8064238158884,-54.476960333906106,0
-483.4270289815943,-3.6494919667152814,2
866.7605298403034,12.307045509966594,0
1575.633295946733,-7.866371231849895,0
-1280.7981221994514,-5.163420065846586,2
-821.1318624898936,-1.1649790421474862,2
-1190.3545384641498,-8.930704434341317,2
-907.04649564233,-4.478815763385478,2
-588.906729400246,-4.7072991009279095,2
25.953784750744035,-17.144892016978392,2
-725.3653114770925,-14.029553157958624,2
-1070.9658655959229,-7.270733180788481,2
-592.8710494004168,-15.619291740951985,2
-959.8204101889544,-9.44221103423495,2
-758.3887101111859,-6.386851423924278,2
-1273.8581213927891,-8.296879468286678,2
-675.7965144039819,-10.999806334317428,2
-779.6984095541562,-4.970850222041924,2
-410.4654759102863,-5.197122022673471,2
-1163.8009464400693,-6.452266288445792,2
-131.04524066577278,2.328502883428719,2
-1125.6908938490146,-1.2021148438973608,2
-1308.8318739212857,-6.6136683483976135,2
-642.6871533843895,-5.004912099225826,2
-1300.7942977612945,-4.772400174315967,2
-1309.8121301023248,-5.595298175162822,2
-1059.3014302921192,-7.498852425165645,2
1198.501636443208,-29.66854270485232,0
-1304.85219259332,-7.690752569210054,2
433.96991010661895,0.2718605438829282,0
-1221.2312883736588,-2.331370147121258,2
1012.9872897708864,-38.19686824104663,0
559.6236103200135,-27.16662577776896,0
-45.81154332051437,17.983750799932672,2
1017.6286757805652,-27.130504952837494,0
-1191.736930678038,-2.908188834632801,2
923.9656540291742,-0.2840968675143802,0
-802.3462912152085,0.4682877632847102,2
-822.6068678087715,-4.131692092949669,2
277.142675585123,-8.652044502623479,0
-121.34335877048989,7.134984488831035,2
-845.8031067720033,-9.673513694045036,2
-343.51229366228904,-12.501978615470858,2
-104.50442554473877,26.7905502351664,2
-945.8239488738462,7.271219619491669,2
165.28237960261595,-19.45461175635032,2
2285.3223931936527,-50.92321086313139,0
-570.8948103792834,-17.04830848986714,2
-635.2464611788071,8.192056524585434,2
-512.7690296977399,-11.19036208291955,2
-886.5257598005621,-7.877885426435286,2
-259.5055119267038,18.036862255501127,2
1686.6759996315056,4.751103777286755,0
1420.1278563497629,-14.01794809757842,0
3863.9719395336288,-92.78812050450718,3
-1323.8485600094282,-7.319314006479791,2
-1266.800800631386,-5.4372017707655385,2
-1315.8500887235846,-7.475669699770487,2
203.4290691192375,-16.203650450136102,0
-1290.8353165212272,-6.965616890426384,2
1438.2599576849,-54.34231787599132,0
-478.9192323523048,19.12422870315477,2
-1135.767245474688,-5.004191248979919,2
-745.2908772842321,-3.645260657504365,2
-1323.8681134459443,-8.3181757861153,2
815.0758313403633,-19.75914535282321,0
-1207.4006011052002,-2.60186713381811,2
-926.3769925246686,12.886372920012414,2
3896.455382798519,-46.04374355754942,3
-1104.2052128579185,6.371671971014091,2
-1249.804051286888,-5.769562697903548,2
235.7073459428816,-24.828862132359,0
-1087.315577609808,-7.948054147476991,2
-964.9962960408265,-1.3470396888747782,2
-1323.8681134459443,-8.3181757861153,2
-1024.151696898056,-0.1923109745642133,2
-694.3417986491999,24.33643537407091,2
-1248.304338104332,-5.79888746375646,2
-1170.8778212639495,-10.310837245766264,2
-1111.43461194193,2.346435503570442,2
2334.264568621342,-62.87205172642613,0
-161.51223867387762,-27.052985558461188,2
-766.7684110597913,11.7634307321533,2
-1282.8368465123183,-7.122035551146459,2
-1023.6310090517032,-1.6653671263252212,2
1757.9977463509333,-16.308362782847027,0
-1254.5335893867652,-4.677825623133411,2
235.14878109104097,-27.81567973476389,0
-921.8081245366668,-9.186356866570645,2
-1323.8681134459443,-8.3181757861153,2
2000.494223220832,-39.357435695154464,0
2000.4363227626848,24.595331294329547,0
-1264.8207358677223,-6.475132802193491,2
-252.82211203364704,21.697212148016,2
-583.8532171238869,-14.796396584332914,2
-417.7931056210136,12.932569716248038,2
-1323.8681134459443,-8.3181757861153,2
-697.6521967317894,-2.4813444013242947,2
-994.7492252773866,0.0402609503358402,2
-544.5746921226827,8.417300743975959,2
-300.7653752408592,-3.3455249753675256,2
-1323.8681134459443,-8.3181757861153,2
-1096.3725166033878,-10.768664341335851,2
-567.3687938999674,-2.128600841263993,2
-450.92796911527125,-11.400519390602357,2
-1323.8485600094282,-7.319314006479791,2
-488.2963438531812,9.315159382410906,2
-1241.3252304985213,-6.93462802326893,2
-1310.8510450280098,-7.573434640424836,2
-1314.8502799844696,-7.495222687901356,2
-1316.8498974626996,-7.456116711639617,2
-1229.1710981290594,0.8216319236674554,2
-970.1077412739866,11.743116200698834,2
1988.545832821844,-45.119231110452645,0
-1248.8433495743886,-7.786847636249799,2
-1241.6687079207572,1.0660146418980911,2
247.85926470790923,-12.076334247874614,0
179.81845762506805,5.242230853340296,0
1581.810355767839,-7.18748175949505,0
-1227.8669196814692,-9.196332655287026,2
419.8765431214642,-38.423048156561954,0
-1165.7810103282004,-5.414290141625592,2
70.93136397229159,10.369438199607332,2
197.89424034332524,-14.762087492884504,0
-1167.8197346794625,-7.372907724634869,2
-1082.9881767417028,-4.035708277334995,2
11.119630529631875,3.543027410658837,2
1816.9277841084277,3.2030562232632835,0
-1158.7627956520585,-4.552295682796516,2
-1141.8443117514316,-8.88232568308503,2
-1147.7113428699422,2.22628146991312,2
-1006.9078352159718,-1.5266089710972404,2
-1163.9422983532272,-3.4539282115968355,2
-1323.8681134459443,-8.3181757861153,2
-232.219375867503,27.287587154313933,2
-572.8757356609416,0.9768212181985696,2
381.39378400816895,25.2819365176245,0
3711.3021283286903,-31.84622615294476,3
-1046.1474383911625,0.240028606730327,2
-55.46858186984469,-25.129876971565945,2
60.8224121344706,12.5656241056169,2
-1271.8193968975431,-6.338254018787234,2
-647.6803064103176,7.435982180342767,2
-1259.7630316569075,-3.576301166076714,2
-1323.8681134459443,-8.3181757861153,2
-997.293685238855,-7.710151981006008,2
367.2555308259834,-17.409075036961333,0
-1323.8681134459443,-8.3181757861153,2
-867.3381523129372,-11.25302237037736,2
-916.7308670676018,-5.288673190282394,2
431.3899617156367,1.3215544775389727,0
-427.44025103975616,0.1288968038970352,2
-1047.3529888127764,-1.7348823832134874,2
-694.009071247631,-4.650329801972521,2
-1129.7292354902124,-3.1216160499885257,2
-877.4154513217643,10.852329769328824,2
654.5717442637927,16.941738845158035,0
-583.5259123186465,6.18133020312421,2
678.1736803001686,-17.060455122898027,0
-1323.829006572912,-6.320452226844283,2
-1014.6139030351754,8.616530615498705,2
1467.2033750470785,-14.938584650832388,0
-1323.8681134459443,-8.3181757861153,2
-511.554132905434,-0.2224222765822059,2
-1157.6847735275635,-0.5764202871748392,2
-1244.805007648907,-5.867330785153965,2
1213.2929322982284,-8.973701169067375,0
-1096.9021816701193,-3.763592711932556,2
-364.818922727138,-14.469017966265596,2
-1097.6766955290311,-0.7507270134942381,2
2200.40346592118,34.238106415908206,0
-1266.2617885708569,-3.449212736742365,2
-757.0289456743493,8.575228940062145,2
55.53363230178525,4.675094352081423,2
-1084.835609332922,-8.99580573949706,2
-1067.0941584296356,-5.347959466263577,2
2666.345588320025,8.574583920785441,0
-1279.7787606350446,-4.184142402516944,2
-542.8806126356592,-16.596950611086037,2
-1086.9143015134264,4.035030288843457,2
-835.5488667687116,9.111578325255616,2
-553.5175342126029,0.5982340360727143,2
-126.10550059683236,-5.004140773769785,2
-1311.8508537671248,-7.553881652293966,2
-1315.8305357447098,-6.476830657387023,2
-906.7176537259264,5.50718210411118,2
-1323.8681134459443,-8.3181757861153,2
1676.7585543560356,7.075302639992808,0
-1069.8971389013077,-12.285704779964448,2
-1256.7636055218395,-3.634964625606787,2
-1266.8203532019686,-6.436018959441583,2
-1083.2823396551462,-2.031480173633315,2
-772.6699876671572,-12.103014549355226,2
280.55586112156766,13.544721425024193,0
-944.3233751052352,-9.745301895851211,2
-769.5146434219469,-5.1700125357653,2
715.6886999222988,-15.230096201552833,0
-1220.8487046231987,-8.334317319042565,2
233.91174795089955,11.17905225937479,0
-792.6242161650644,-8.717204347371737,2
478.3034292611064,45.37006900133719,0
-1323.8681134459443,-8.3181757861153,2
726.6813349147903,-6.891192628591259,0
466.9785059809572,0.3299003797112174,0
-1087.7372682908945,-3.9428336814441782,2
-453.4624060375054,-0.3614387832296835,2
-298.477902689516,19.59235936535645,2
-308.0633442589302,-11.198923966887511,2
-360.9562509915853,11.821035940405311,2
-440.939278516928,-20.591233587828818,2
-1299.8531488977453,-7.788517509864403,2
625.6939100841953,-4.730143391743978,0
-832.4629775196638,-0.941205790062824,2
-1168.7710902457009,3.637394291298053,2
-374.8440704538489,12.092638057688204,2
-825.2951803976232,-3.082045752198039,2
-1034.845172290784,-9.973450426146446,2
-644.4547241839226,-6.616530841368851,2
-705.938719011173,7.576076135094722,2
-1039.603436232656,2.673993088317694,2
-1303.8328302257107,-6.711433289051962,2
-1301.8527663759753,-7.749411533602664,2
-424.54494794633285,30.05177284968788,2
-1323.8681134459443,-8.3181757861153,2
48.592955589220765,1.8131030765842748,2
-1143.7461113727832,-3.846741298783568,2
4423.511680337377,34.02776798293463,3
-1035.3450765883497,-9.963669998835924,2
-1323.8485600094282,-7.319314006479791,2
-1131.8070666348085,-7.0779535177106725,2
-368.8756458614184,-1.0142570508980793,2
-1323.8681134459443,-8.3181757861153,2
-820.6905678971062,-4.16917939921699,2
223.11824095683411,1.397696310661301,0
-1182.2329675765172,-1.0955600879829657,2
-1012.898744920107,-4.409356036516499,2
-1142.7658565364725,-4.86517974824984,2
-1078.1022619227117,2.861274737033156,2
-806.1521964224011,1.5419665125247963,2
-965.6548412869718,-4.3318776829003145,2
-978.7538732392618,6.915981894757737,2
-477.736616734888,-9.87698156797864,2
435.7986509927735,-12.75407683981662,0
1978.8912222487404,-52.924375136792335,0
-1058.5175198360662,-1.516549962146458,2
-772.9410812533542,-2.1074324582171107,2
-1231.7879406998857,-5.122663095546648,2
-1044.88236669895,-11.775651970620348,2
438.0709973809128,-16.795504602576365,0
-1245.7657602138484,-3.8522243342197537,2
671.3895138398757,5.443527924929013,0
-690.3546150081983,-8.716603155884636,2
-1168.8195436547664,-7.353366281124435,2
-509.3284099752397,-14.257545631984502,2
-863.1484360520931,2.65662287798506,2
-504.4466362536573,-20.34631409082853,2
-655.7092641265534,8.590069734978462,2
-896.8715663793116,-12.671767508100574,2
-557.1703264425589,-4.421780004475211,2
-1323.8681134459443,-8.3181757861153,2
1100.9222754902346,-42.74887143800026,0
-587.6765219236943,-5.730602707192351,2
-685.0736540067084,-6.821404911117847,2
-746.8220416179071,-11.609260517920474,2
-1242.8249434632098,-6.9052906745824565,2
661.1237505035804,-28.15240655316225,0
-467.83982269243074,2.919621875600084,2
-830.5684445164815,3.0187208527267906,2
-744.6464433225506,-2.658616145385057,2
-1323.8485600094282,-7.319314006479791,2
-578.7181609093249,9.08502276304907,2
3280.067644719128,-64.97396699397373,3
-283.9105963072748,-20.662340527695243,2
-1100.871656834996,-10.680723105524022,2
-622.2676400582433,-10.048170990785897,2
-690.8387171110979,8.280014275733995,2
-934.7665821035436,-6.93662180021013,2
1286.5232744419566,-11.951684353714125,0
2899.4895369681763,-34.61532591935145,0
-600.9171427956891,5.522191399903193,2
-1323.8681134459443,-8.3181757861153,2
1163.9187107360187,-18.00054264281539,0
-1110.8350640249305,1.5050959473025678,2
-802.557136506402,2.4709009770654173,2
-1203.7737930613184,-4.673443842199979,2
-1227.151927499939,1.7813720348785171,2
-1056.7823043857486,-6.546707214850957,2
-842.6565992479865,-10.734297640373828,2
1203.7070409110931,-54.751465741637816,0
385.01306187063847,-15.28430133139749,0
-1034.3061609864872,-7.985499989587845,2
-1313.8700246818707,-8.513637455667734,2
-646.9542460159204,-6.567647993910435,2
-1287.816337354581,-6.0254389946127205,2
-1233.7485018599582,-3.087995789991398,2
-692.9454479857056,-5.668209413569635,2
325.7661326808966,-17.596910846653355,0
-1246.8046250695434,-5.828221662296158,2
-1220.0843982638792,-3.3530446209704925,2
3434.3355849891577,-76.3919017320315,3
-1001.2538127664212,-5.634188139173052,2
-404.8483460423596,-16.29866298589532,2
1817.900303486091,33.37936049525578,0
1645.351358301015,2.992181889404959,0
-241.65220323740868,-2.415626955041067,2
-1215.931333784627,-0.4387020220937749,2
-772.2389508891639,-7.115221222475009,2
-234.52889848537572,-1.643155960221649,2
-131.42737399436987,12.32840781853418,2
-1009.3109429431254,-8.474347299328866,2
10846.168633608964,32.04323345220655,1
1196.855267253393,-18.644663533458708,0
771.2134776817354,-15.979877107630008,0
87.52259372744084,-14.936134234554917,2
-1323.8681134459443,-8.3181757861153,2
-396.5659206147867,-10.465171090836222,2
-640.8799480355041,23.29089285533012,2
-1188.335367421418,-7.970941638531912,2
-883.2568277088621,-6.942558165274139,2
-1255.3616596231734,-8.658604504380884,2
-901.2933529856195,8.398841531275815,2
-629.2120683183317,3.077813026618628,2
-1084.855162683048,-9.99466279925988,2
-97.4953052262781,-5.322348827943387,2
-1185.7380781510765,-3.025502099821666,2
-768.044181509997,2.795188121867236,2
-827.0957997866307,-12.037855780791272,2
-1218.898401725573,-2.3770136012879943,2
-1271.7998433890348,-5.339388305885228,2
-793.9108197445821,-15.68459021183315,2
-695.4560381413122,19.362002173286548,2
-1323.8681134459443,-8.3181757861153,2
-1207.2926265915696,-5.601711304752957,2
-1179.7587793725131,-4.141692956896625,2
-614.6144096105347,6.789322628991807,2
1497.6117031458773,-62.49777830003799,0
-1197.774890192466,-4.788605165001851,2
-1138.805728154174,-6.941101480370991,2
-1105.8120395714022,-7.586339600036238,2
-838.7211418614155,11.172111566813165,2
-883.7669900907135,1.0592024526334232,2
-551.8855319995566,-1.4321623131775905,2
670.2858122699515,-4.280126984534309,0
-654.2913309966458,-2.429345056886513,2
-1304.8326389648255,-6.691880300921092,2
-850.4102714064995,-6.587856417337244,2
-662.764372029073,0.7340854027004013,2
-1275.8381855304922,-7.258916956716315,2
-963.4515291416932,7.615957973772973,2
-1152.7443900888104,-3.670767901823559,2
961.1820478071734,18.93939272066221,0
-1024.2298603307654,-4.185607822584749,2
-177.37230468671987,-19.748117928185387,2
-661.7281930437563,27.693420450240552,2
-700.949882562582,15.472468711539548,2
-1102.29315532858,-6.655901291826165,2
-881.3201446148994,25.994626644624844,2
-129.65059077310752,11.294430572123447,2
-1062.6638362999734,-0.4362233790077852,2
-1313.8309176168602,-6.515903407743265,2
-1259.841245704653,-7.571764766810231,2
-520.6743624654908,54.914370942887466,2
56.81672091580185,4.6500046202555545,2
-1270.8000351980738,-5.358969882698671,2
1331.4564034136413,-43.26039796575866,0
-1296.8341697015258,-6.848337431873548,2
-1068.6822418731845,-1.3177515669967228,2
-1102.3909226345756,-11.650216932730842,2
-1098.793825184639,-6.724359980232572,2
-1198.7746986531724,-4.769037937197234,2
-1000.7148014780672,-3.6462388002423056,2
918.2954601578152,-13.19693878591372,0
3222.2464413437683,9.859903808368143,3
-1207.8120842440603,-6.590788199400079,2
-1323.8485600094282,-7.319314006479791,2
276.05965105713744,-10.62937110662224,0
-534.667105349739,-5.768051246385683,2
-835.3833290187166,-13.874280354730722,2
-72.96847648293306,-7.800500641744703,2
224.7258781019143,-1.6336517230702476,0
-828.84546507094,-12.003637552102742,2
-969.466535387718,8.732848055443577,2
-1323.8485600094282,-7.319314006479791,2
-910.6342473406294,-0.4116762273523573,2
799.3839562611686,1.556367429655376,0
-92.2785116145401,1.5703540447733513,2
-981.9539375659238,0.9830929690454866,2
-1323.8681134459443,-8.3181757861153,2
362.5337604492097,-21.313705899905635,0
-848.8221373212725,-10.6158973441607,2
838.3625681162123,-16.629939978648462,0
-807.3261827211487,8.55963374009057,2
-1310.870598464526,-8.572296420060344,2
-932.709114743479,13.010195748477225,2
-1070.720966292915,-3.2763728907360585,2
-1097.1767915017083,-0.7605206605440973,2
235.3303185895265,28.13846048224281,0
1362.5667724616694,27.400781580300304,0
-860.3300945811735,-2.3947207564031228,2
-344.2828933429396,-12.797041964979838,2
160.06314505518571,-26.34723616290256,2
-818.9060382224559,-15.195765508561404,2
-133.6275156386405,7.37523333067548,2
-1047.881793012284,-11.71699825055462,2
-1089.8737598631335,-10.895762260404322,2
-1110.7449316495772,-3.00175291383651,2
1977.5606068587963,-14.511855014907155,0
5396.6698778435175,54.1035538503657,3
1772.5673757954794,-13.417726858282933,0
689.1210195902092,-5.458841558464466,0
-510.9713483166343,-3.942050732443078,2
-1198.696485286228,-0.7736109137629885,2
-953.6064696386844,1.4279666300412135,2
116.88431994279564,-9.514889708197636,2
-167.20844368330904,-2.9597221471988187,2
5062.832334665774,-32.297384300791826,3
-996.7740730541682,19.25933597808377,2
-766.807070613149,7.605500207318039,2
-952.1458635619348,-0.5990946675220137,2
-1310.7728321972277,-3.578032996365611,2
-985.443060745713,-6.942615421431601,2
-718.8180507605429,-3.16372624016537,2
-307.5234219633284,-26.19599821006227,2
-1059.605800316842,2.499540754734303,2
-310.6627963244497,-11.145918008209163,2
1877.0009962504944,-13.959695436991527,0
674.4724844212101,5.34517803309809,0
-286.3123503217992,-15.619115767340446,2
556.3631633630193,-2.1217626079633725,0
319.95814536976536,-4.389426459491252,0
-940.3241395645332,-9.823483870647912,2
-159.9848902884562,3.893718365763986,2
-1289.8159551760418,-5.986350071290048,2
-253.0731166965384,-0.571624533614715,2
-1323.8681134459443,-8.3181757861153,2
-1044.843259653137,-9.777918971539714,2
-49.809130704675454,-9.252651689783349,2
529.4655993578497,4.498400071668545,0
-1241.7273675620827,-1.9305358882774044,2
-552.5998484898538,-6.414441801287055,2
-1014.8112876345122,11.618118457530842,2
-628.3273664268045,-7.931170754618089,2
-1287.7967834308497,-5.026552295526566,2
270.9938208850483,6.589198652235334,0
-549.1396750203403,-8.482747972117648,2
952.3025322782504,29.105492614152787,0
-1318.849514940929,-7.417010735377877,2
-1260.8606077842949,-8.551068313987985,2
-451.5159230325896,-2.8901535336922377,2
34.52639142282828,18.076111382065108,2
-438.38276815135134,16.33296776323739,2
211.22426831273376,-14.357608681014296,0
-1263.203702162058,-0.5112921345174115,2
-807.7126074870562,-5.4222174707646005,2
-1323.8681134459443,-8.3181757861153,2
-934.7860845532336,-7.933297750397626,2
-779.1593983665207,-2.982905734394601,2
-1065.035880663455,-2.390481283592318,2
-1306.85181007155,-7.651646592948315,2
-634.4991431271403,-10.808210277994558,2
865.9647531303951,-13.773231087421568,0
-390.3171162859583,-10.58739206035083,2
-888.3330121947597,3.1491563032765377,2
-949.744159548975,-5.644454010714622,2
-583.3414193643896,-0.8169877279997042,2
-1323.8681134459443,-8.3181757861153,2
-1267.859269246067,-8.414213130052236,2
-1009.7757164973202,7.522675407433772,2
-831.9435196562868,0.0478775395243982,2
102.27487573398436,-19.22162806507961,2
-630.66388244663,-0.0195551269770355,2
-1122.1329025309878,1.726057502731413,2
-791.9182941609276,-4.731870460208358,2
-993.6379768746532,0.2101870644860994,2
-1237.9049750820832,5.988643430024993,2
-1195.2558146091849,-3.8386104922353255,2
-1168.4964809520382,0.6342890820578511,2
-385.13845456537786,32.42426815515059,2
108.47027737703296,23.62471978298371,2
-1239.786410420827,-4.966228701845922,2
-1156.4627845752243,-0.600291182691997,2
-927.2288588507064,-5.083368038584545,2
-1301.8527660880077,-7.749395800622325,2
-952.8608556545616,-11.576793879579732,2
890.5832370624928,-2.662544293441914,0
-1293.3152849324983,-5.917872640463703,2
-679.4828944873344,5.060188054578321,2
603.8447328349073,-12.043535632070329,0
-455.3982088235258,-1.3206553678493955,2
-25.989703218619752,-5.41649375547785,2
210.18726469320745,24.891389501998265,0
1285.4847760199284,60.862931433148326,0
301.27046160709097,8.847489339633219,0
834.931269929197,2.422807212431758,0
-991.79478701471,-7.819820041446325,2
-1283.8757625084222,-9.100227099593829,2
1076.2228982521772,-31.27415250971521,0
-553.9575530660497,10.52532413374026,2
-772.875729482967,-14.097485527588187,2
2374.6486523265503,5.504769335315787,0
-1120.7309566816875,-3.297585073125476,2
-777.3379755741497,-7.015506874975161,2
-350.1968643208363,5.615156628594333,2
